10	-21.0
20	-19.0
30	-20.0
40	-19.0
50	-19.0
60	-20.0
70	-19.0
80	-21.0
90	-20.0
100	-21.0
110	-20.0
120	-20.0
130	-21.0
140	-21.0
150	-20.0
160	-21.0
170	-18.0
180	-20.0
190	-21.0
200	-21.0
210	-20.0
220	-21.0
230	-21.0
240	-21.0
250	-20.0
260	-19.0
270	-21.0
280	-21.0
290	-21.0
300	-21.0
310	-21.0
320	-21.0
330	-21.0
340	-21.0
350	-21.0
360	-21.0
370	-20.0
380	-21.0
390	-21.0
400	-21.0
410	-20.0
420	-20.0
430	-21.0
440	-20.0
450	-21.0
460	-21.0
470	-21.0
480	-20.0
490	-21.0
500	-21.0
510	-20.0
520	-19.0
530	-21.0
540	-20.0
550	-20.0
560	-20.0
570	-21.0
580	-20.0
590	-21.0
600	-21.0
610	-20.0
620	-21.0
630	-21.0
640	-19.0
650	-20.0
660	-20.0
670	-21.0
680	-21.0
690	-21.0
700	-19.0
710	-21.0
720	-20.0
730	-21.0
740	-21.0
750	-18.0
760	-21.0
770	-21.0
780	-19.0
790	-21.0
800	-20.0
810	-21.0
820	-21.0
830	-19.0
840	-20.0
850	-19.0
860	-21.0
870	-21.0
880	-21.0
890	-20.0
900	-20.0
910	-20.0
920	-21.0
930	-21.0
940	-21.0
950	-20.0
960	-20.0
970	-21.0
980	-21.0
990	-21.0
1000	-21.0
1010	-21.0
1020	-20.0
1030	-21.0
1040	-21.0
1050	-19.0
1060	-20.0
1070	-21.0
1080	-20.0
1090	-20.0
1100	-20.0
1110	-21.0
1120	-19.0
1130	-20.0
1140	-21.0
1150	-19.0
1160	-20.0
1170	-20.0
1180	-21.0
1190	-21.0
1200	-21.0
1210	-21.0
1220	-18.0
1230	-21.0
1240	-20.0
1250	-20.0
1260	-20.0
1270	-21.0
1280	-21.0
1290	-21.0
1300	-20.0
1310	-21.0
1320	-21.0
1330	-20.0
1340	-20.0
1350	-20.0
1360	-21.0
1370	-20.0
1380	-20.0
1390	-21.0
1400	-21.0
1410	-20.0
1420	-20.0
1430	-21.0
1440	-20.0
1450	-20.0
1460	-19.0
1470	-21.0
1480	-21.0
1490	-20.0
1500	-20.0
1510	-20.0
1520	-21.0
1530	-21.0
1540	-21.0
1550	-21.0
1560	-20.0
1570	-20.0
1580	-21.0
1590	-21.0
1600	-20.0
1610	-19.0
1620	-21.0
1630	-21.0
1640	-21.0
1650	-19.0
1660	-19.0
1670	-19.0
1680	-21.0
1690	-21.0
1700	-21.0
1710	-20.0
1720	-20.0
1730	-21.0
1740	-21.0
1750	-21.0
1760	-21.0
1770	-21.0
1780	-21.0
1790	-20.0
1800	-21.0
1810	-20.0
1820	-20.0
1830	-20.0
1840	-21.0
1850	-20.0
1860	-21.0
1870	-21.0
1880	-20.0
1890	-21.0
1900	-21.0
1910	-21.0
1920	-21.0
1930	-21.0
1940	-20.0
1950	-20.0
1960	-21.0
1970	-21.0
1980	-21.0
1990	-21.0
2000	-21.0
2010	-21.0
2020	-20.0
2030	-21.0
2040	-19.0
2050	-21.0
2060	-21.0
2070	-20.0
2080	-21.0
2090	-21.0
2100	-20.0
2110	-21.0
2120	-21.0
2130	-21.0
2140	-21.0
2150	-18.0
2160	-20.0
2170	-21.0
2180	-21.0
2190	-21.0
2200	-21.0
2210	-21.0
2220	-21.0
2230	-21.0
2240	-21.0
2250	-21.0
2260	-20.0
2270	-20.0
2280	-21.0
2290	-19.0
2300	-20.0
2310	-21.0
2320	-21.0
2330	-21.0
2340	-20.0
2350	-20.0
2360	-21.0
2370	-21.0
2380	-21.0
2390	-21.0
2400	-21.0
2410	-21.0
2420	-21.0
2430	-20.0
2440	-21.0
2450	-19.0
2460	-20.0
2470	-21.0
2480	-21.0
2490	-19.0
2500	-20.0
2510	-20.0
2520	-19.0
2530	-21.0
2540	-21.0
2550	-21.0
2560	-21.0
2570	-21.0
2580	-19.0
2590	-21.0
2600	-20.0
2610	-20.0
2620	-21.0
2630	-20.0
2640	-19.0
2650	-21.0
2660	-20.0
2670	-20.0
2680	-20.0
2690	-21.0
2700	-20.0
2710	-18.0
2720	-21.0
2730	-21.0
2740	-18.0
2750	-21.0
2760	-19.0
2770	-20.0
2780	-20.0
2790	-17.0
2800	-20.0
