10	-20.0
20	-21.0
30	-20.0
40	-20.0
50	-20.0
60	-20.0
70	-20.0
80	-21.0
90	-20.0
100	-21.0
110	-20.0
120	-19.0
130	-21.0
140	-21.0
150	-20.0
160	-21.0
170	-20.0
180	-21.0
190	-21.0
200	-19.0
210	-20.0
220	-17.0
230	-21.0
240	-20.0
250	-21.0
260	-19.0
270	-19.0
280	-19.0
290	-21.0
300	-21.0
310	-20.0
320	-20.0
330	-21.0
340	-21.0
350	-20.0
360	-19.0
370	-21.0
380	-21.0
390	-19.0
400	-16.0
410	-20.0
420	-21.0
430	-20.0
440	-19.0
450	-19.0
460	-17.0
470	-17.0
480	-17.0
490	-20.0
500	-21.0
510	-18.0
520	-20.0
530	-20.0
540	-19.0
550	-18.0
560	-20.0
570	-18.0
580	-20.0
590	-21.0
600	-19.0
610	-20.0
620	-20.0
630	-20.0
640	-19.0
650	-20.0
660	-19.0
670	-20.0
680	-19.0
690	-20.0
700	-18.0
710	-20.0
720	-17.0
730	-17.0
740	-16.0
750	-20.0
760	-17.0
770	-20.0
780	-18.0
790	-20.0
800	-19.0
810	-21.0
820	-18.0
830	-18.0
840	-20.0
850	-19.0
860	-17.0
870	-17.0
880	-19.0
890	-17.0
900	-20.0
910	-17.0
920	-19.0
930	-19.0
940	-18.0
950	-17.0
960	-18.0
970	-17.0
980	-17.0
990	-17.0
1000	-18.0
1010	-20.0
1020	-20.0
1030	-17.0
1040	-21.0
1050	-20.0
1060	-17.0
1070	-20.0
1080	-17.0
1090	-18.0
1100	-16.0
1110	-20.0
1120	-20.0
1130	-20.0
1140	-20.0
1150	-15.0
1160	-20.0
1170	-18.0
1180	-17.0
1190	-20.0
1200	-19.0
1210	-18.0
1220	-20.0
1230	-17.0
1240	-18.0
1250	-18.0
1260	-20.0
1270	-18.0
1280	-17.0
1290	-18.0
1300	-18.0
1310	-19.0
1320	-14.0
1330	-13.0
1340	-18.0
1350	-17.0
1360	-19.0
1370	-19.0
1380	-16.0
1390	-18.0
1400	-16.0
1410	-16.0
1420	-16.0
1430	-15.0
1440	-17.0
1450	-12.0
1460	-19.0
1470	-12.0
1480	-12.0
1490	-15.0
1500	-17.0
1510	-13.0
1520	-18.0
1530	-15.0
1540	-17.0
1550	-10.0
1560	-15.0
1570	-12.0
1580	-15.0
1590	-16.0
1600	-12.0
1610	-16.0
1620	-12.0
1630	-15.0
1640	-19.0
1650	-14.0
1660	-15.0
1670	-13.0
1680	-14.0
1690	-15.0
1700	-13.0
1710	-16.0
1720	-13.0
1730	-14.0
1740	-15.0
1750	-16.0
1760	-17.0
1770	-16.0
1780	-16.0
1790	-17.0
1800	-15.0
1810	-12.0
1820	-14.0
1830	-12.0
1840	-9.0
1850	-9.0
1860	-13.0
1870	-13.0
1880	-10.0
1890	-16.0
1900	-11.0
1910	-11.0
1920	-16.0
1930	-13.0
1940	-12.0
1950	-10.0
1960	-15.0
1970	-12.0
1980	-12.0
1990	-19.0
2000	-15.0
2010	-14.0
2020	-21.0
2030	-16.0
2040	-12.0
2050	-11.0
2060	-10.0
2070	-10.0
2080	-13.0
2090	-13.0
2100	-14.0
2110	-17.0
2120	-14.0
2130	-17.0
2140	-18.0
2150	-9.0
2160	-10.0
2170	-16.0
2180	-16.0
2190	-14.0
2200	-14.0
2210	-13.0
2220	-17.0
2230	-16.0
2240	-12.0
